QNUM,CLUS,SELEC,TRLHD,SEASON,PRTYREP,ORIGIN,WEIGHT,TRAVEL,NUMHORS,HORSFED,HRSHNDL,FISH,HUNT,HIKE,NATUR,MTNCLM,RAFT,SWIM,PHOTO,OTHACT,NUMACT,GRIZOBS,BEAROBS,SUMBEAR,ELKOBS,DEEROBS,GOATOBS,MOOSOBS,SHPOBS,OTHROBS,NUMWOBS,SHOT1,SHOT2,SHOT3,STAY,FIRE,OUTFTR,MAPS,TYPMAP,SOLE,VISIT,AGEFST,PARENT,NEWAREA,EXPBOB,NUMBOB,AQUAL,DIFF,LOCCHO,WHOCHO,TIMCHO,TRLINF1,TRLINF2,TRLINF3,RESTRL1,RESTRL2,RESTRL,OTHRTRL,RESREJ1,RESREJ2,FSINFO,FSCONT,QUALINF,NUMVIS,NUMDAYS,SCENRY,FSHIMP,HUNTIMP,RELAX,EXERCZ,ESCAPE,DEVSKL,SOLTUD,CHALNG,AVDMEC,OTHRES,SATIS,HIPT1,HIPT2,HIPT3,LOPT1,LOPT2,LOPT3,SOLSTD,CAMPSOL,ESTCAMP,REJCOND,RESCOND,REJLOC,RESLOC,CMPSRCH,PROBCMP,TYPCMP,CROWD,NUMSEEN,LRGSEEN,HRSSEEN,NUMCMP,VISWLD,WCHWLD,HOWFAR,OFFTRL,LOOP,CRDPROB,CRDSPOT,WEAR,LITTER,WRONG,HITRHL,LOTRAIL,TRLLESS,TREES,SMLBRG,BIGBRG,PRIVY,FRPLC,FRRING,NATFIRE,CORRAL,NOHORSE,NOFIRE,TABLE,RATION,NOGRAZ,REQREG,NATFSH,SZLIMT,FT200,RMVRNG,EXSIGN,BURY,PWRSAW,GUIDBK,ACCMAP,ASSIGN,DNWOOD,FSHEAT,PAKOUT,WLDRNG,METRNG,COMENT,WLDIMP,BESTWLD,BESTREC,AGAIN,SIZE,LITBOY,LITGIRL,BOYS,GIRLS,FELLAS,GALS,MEN,WOMEN,TYPGRP,CLUB,TYPCLUB,NUMCLUB,CURRES,CHLRES,EDUC,STUDNT,OCCUP,FINCMT,MGTCMT,CMPCOD,CMPLIT,HMANUR,BAREGND,CMPREM,FWOODSC,TREEDGD,GRAZSCR,CMPOTHR,CMPLOCN,PORLOCN,WATLOCN,OCCLOCN,TRLLOCN,OTHLOCN
267,14,1,5,1,1,598,100,4,5,4,2,2,1,1,2,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,5,3,1,1,,1,2,36,1,3,2,5,2,,1,,5,1,3,0,1,2,7,2,7,0,1,,,1,7,1,3,1,1,1,1,2,1,1,1,1,1,10,16,0,21,0,0,0,1,3,1,,1,,2,1,2,3,3,1,3,2,2,1,43,0,1,1,,3,2,0,4,1,3,1,2,3,1,1,3,2,1,1,3,1,3,4,2,1,3,1,1,1,3,1,1,1,1,1,3,3,2,1,0,1,4,4,6,1,0,0,0,0,0,1,0,1,1,1,,,4,5,17,1,10,2,154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,14,1,5,1,2,835,100,4,6,1,7,2,1,2,2,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,5,3,1,2,1,1,2,30,1,3,2,3,3,9,1,,4,4,0,0,2,5,6,1,,,2,3,1,1,6,1,1,3,1,3,1,2,1,2,1,9,1,10,0,0,1,0,0,0,2,2,1,,1,,1,1,2,5,7,2,5,4,2,1,63,0,1,2,41,2,4,6,4,2,3,2,3,3,4,4,9,3,4,2,4,2,4,4,3,2,3,4,3,3,1,3,3,3,1,3,3,3,3,2,0,1,4,4,7,4,0,0,0,0,1,1,1,1,2,2,1,1,3,1,16,1,30,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,14,1,5,1,2,835,100,4,4,1,6,2,1,2,1,1,1,1,2,1,3,1,2,1,1,2,1,1,1,1,2,1,1,1,6,3,1,2,1,1,2,25,1,2,1,,,,2,2,,,,,,,,,,,2,3,1,2,12,1,2,3,1,2,2,3,2,2,1,9,2,10,12,0,27,0,0,0,1,2,2,8,1,,1,1,2,3,8,2,6,4,2,1,64,0,1,1,,3,2,0,3,3,3,1,2,3,1,1,3,3,1,2,4,1,1,1,1,2,1,3,3,3,1,1,3,3,1,3,3,3,3,1,0,1,4,3,5,4,0,0,0,0,1,1,1,1,1,1,,,9,3,12,1,51,,,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1
270,14,1,5,1,1,835,100,4,6,1,6,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,6,3,1,2,1,1,1,,,,,,,,2,2,,,,,,,,,,,2,3,1,1,6,1,2,3,1,2,1,1,1,2,1,1,1,10,1,0,0,0,0,0,2,2,1,,1,,1,1,2,3,8,1,999,4,2,1,57,0,1,2,39,2,2,38,3,9,3,1,2,3,4,4,4,2,1,1,3,1,3,4,3,2,3,3,3,3,1,3,3,3,1,3,3,3,2,1,0,1,4,4,5,4,0,0,0,0,1,1,1,1,2,1,,,3,1,12,1,41,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,13,1,10,1,1,200,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,2,1,2,2,18,1,1,2,1,2,,1,,4,3,4,0,6,7,0,1,,,1,,,2,4,1,2,3,2,2,1,2,2,1,2,1,1,10,4,7,21,0,0,99,1,3,1,,1,,1,1,2,3,6,0,2,1,2,1,14,0,1,1,,2,1,0,4,3,3,3,3,4,1,1,3,1,1,2,3,1,3,2,3,1,3,1,2,3,1,1,3,3,1,3,3,3,4,1,0,1,5,3,6,2,0,0,0,0,1,1,0,0,1,1,,,6,6,16,1,92,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,13,2,36,1,1,981,100,4,27,4,7,2,1,2,1,1,1,2,2,1,4,1,1,1,2,2,1,1,1,1,2,1,1,1,9,1,2,1,,1,1,,,,,,,,2,1,,,,,,,,,,,1,,,0,0,1,1,9,1,2,1,1,2,1,2,9,1,10,4,0,38,0,0,0,5,,,,,,,,,3,7,7,7,6,2,1,70,14,2,1,,2,1,0,2,3,2,1,2,2,2,3,3,1,3,3,1,2,2,1,2,1,1,1,1,3,3,3,2,3,2,3,2,2,3,1,0,1,7,7,7,10,2,0,2,0,5,1,0,0,2,1,,,6,4,7,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,13,2,36,1,1,980,100,4,21,4,4,2,1,1,1,1,1,2,2,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,10,1,2,1,,1,2,32,1,3,2,1,2,3,2,1,,,,,,,,,,,1,,,0,10,1,2,3,1,3,2,2,3,3,3,1,1,33,0,0,9,0,0,0,2,1,1,,1,,1,1,2,4,5,3,3,6,2,1,70,0,2,1,,1,1,0,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,2,1,1,1,2,3,4,3,3,3,1,3,3,2,2,2,0,1,7,7,7,12,2,0,2,0,2,0,6,0,3,1,,,6,6,17,1,30,1,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,13,2,36,1,2,980,100,3,18,4,4,2,1,2,1,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,9,1,2,1,8,1,2,16,2,3,2,1,3,3,1,0,5,99,99,99,5,7,0,1,,,1,,,0,0,1,1,3,2,3,1,1,1,2,1,9,2,23,43,0,1,9,0,0,2,3,1,,1,,2,1,2,5,6,4,3,99,2,1,67,0,1,2,31,1,1,0,2,2,2,2,2,3,2,4,3,3,4,1,1,4,3,1,3,1,2,1,2,4,1,1,1,1,2,3,3,3,2,1,9,1,3,3,7,18,2,0,3,0,13,1,0,0,2,1,,,4,4,13,2,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,13,2,36,1,1,986,100,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,1,2,2,12,2,3,1,,,,1,2,5,9,0,0,3,5,0,2,15,0,2,1,2,2,4,1,9,9,1,2,1,2,1,1,1,9,2,10,0,0,4,0,0,0,2,4,2,8,2,4,2,2,2,4,8,5,5,3,2,1,59,0,1,2,40,5,3,28,4,3,1,3,2,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,2,3,3,1,3,3,3,3,2,24,1,5,4,5,2,0,0,0,0,1,1,0,0,1,2,7,2,5,5,17,1,10,,,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1
277,13,2,36,1,1,597,100,1,,,,2,1,2,2,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,5,3,1,2,3,1,2,15,1,2,1,,,,1,,4,3,4,0,5,7,0,2,7,6,2,1,2,4,12,1,2,3,2,3,2,2,3,2,1,9,9,60,5,33,31,4,0,1,1,3,1,,2,5,2,1,2,6,7,999,5,2,2,1,60,0,1,1,,2,2,6,4,3,3,2,2,3,1,2,2,9,2,3,3,1,1,2,2,3,3,1,2,4,1,4,3,3,1,9,3,3,3,2,0,3,3,3,4,2,0,0,0,0,2,0,0,0,3,1,,,4,5,16,1,91,,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1
278,13,2,4,1,2,144,100,4,13,1,4,1,1,2,2,1,1,2,2,1,4,2,1,1,2,2,2,1,1,1,4,1,1,1,12,1,2,2,2,1,2,5,2,3,2,10,2,3,2,1,,,,,3,0,0,,,,2,3,2,2,20,1,3,3,1,3,1,2,1,2,1,9,1,39,0,0,1,0,0,0,2,3,2,8,2,5,1,2,1,5,5,2,2,5,2,4,84,6,2,2,20,2,3,44,4,3,3,3,4,4,1,1,1,9,1,1,4,1,3,1,3,2,2,1,3,4,1,4,3,3,1,1,2,3,4,1,23,1,9,9,7,10,1,0,0,0,0,6,2,0,5,2,6,1,1,5,14,1,40,,152,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1
279,13,2,36,1,1,100,100,4,10,1,4,2,1,2,1,1,1,2,2,2,5,2,1,1,2,2,2,1,2,1,5,1,1,1,10,1,2,2,9,1,2,23,1,1,1,,,,2,1,,,,,,,,,,,9,9,9,2,15,1,3,3,1,1,1,2,1,1,1,1,1,14,2,0,25,0,0,0,5,,,,,,,,,3,4,1,1,99,2,1,72,0,2,2,20,3,2,45,1,4,3,2,2,2,1,1,2,2,1,1,4,1,3,4,3,2,3,4,3,1,1,1,3,3,4,3,3,3,2,1,10,1,4,3,4,10,1,0,0,1,1,6,1,0,5,2,1,1,6,9,16,1,10,,153,,,,,,,,,,,,,,,
281,13,2,36,1,1,594,100,4,4,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,5,1,1,1,,1,2,5,2,3,2,99,2,3,1,,3,1,0,0,4,0,0,2,6,8,1,,,99,99,1,1,1,1,3,1,2,1,2,1,9,1,1,0,0,1,0,0,0,1,4,1,,2,5,2,2,1,4,5,1,3,5,2,1,17,0,1,2,32,2,1,0,4,3,3,2,1,2,1,1,1,1,1,2,1,1,3,1,2,1,1,3,3,3,1,2,2,2,1,1,2,3,2,2,0,1,5,5,6,2,0,0,2,0,0,0,0,0,3,1,,,1,1,12,1,99,,,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1
282,13,2,36,1,2,594,100,4,7,1,7,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,3,1,1,1,3,1,1,2,9,1,2,18,1,1,1,,,,2,2,,,,,,,,,,,1,,,1,4,1,2,3,1,3,1,2,3,3,1,9,1,6,0,0,1,39,24,0,3,4,1,,2,5,1,1,2,3,5,3,4,1,2,1,43,0,1,2,9,2,3,17,3,1,2,1,4,4,4,4,3,1,1,1,4,1,4,1,3,3,3,1,1,4,3,2,3,3,1,3,2,3,2,2,0,1,5,5,7,5,0,0,3,0,2,0,0,0,3,1,,,1,1,12,1,20,,,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1
283,13,2,36,1,1,594,100,4,6,3,7,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,3,1,1,1,3,1,1,1,,1,2,16,1,3,9,99,2,,1,,3,1,0,0,3,6,0,1,,,1,,,10,21,2,2,2,1,3,2,3,1,1,1,2,1,36,0,0,0,0,0,0,3,2,1,,1,,1,1,3,6,3,0,3,99,9,1,99,99,9,1,,1,1,0,4,3,2,1,1,3,1,1,3,9,1,1,2,1,3,1,1,1,1,1,2,3,1,4,2,2,1,1,2,3,2,1,5,1,4,4,5,5,0,0,3,0,2,0,0,0,3,1,,,2,2,12,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286,13,2,36,1,2,594,20,4,8,3,6,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,,,,,,,,1,,3,1,3,0,1,4,0,1,,,2,1,1,2,8,1,2,2,1,2,1,1,1,1,1,9,1,10,1,12,22,23,0,2,1,2,1,,1,,1,2,3,3,8,2,4,4,2,1,60,3,2,1,,2,1,0,4,2,3,1,4,3,1,1,3,2,1,4,1,1,3,4,3,3,2,1,2,1,1,2,3,3,1,3,3,3,3,2,0,1,6,6,5,6,1,0,1,0,3,0,1,0,1,2,1,1,6,2,16,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,13,2,36,1,1,594,100,4,8,3,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,,,,,,,,2,2,,,,,,,,,,,1,,,1,5,1,3,3,1,2,1,2,1,1,1,9,1,10,0,0,22,0,0,0,2,2,1,,1,,1,1,2,3,5,0,3,4,2,1,93,0,2,9,99,3,2,0,4,2,2,4,3,3,1,1,3,9,4,1,1,2,3,1,2,2,3,4,2,1,1,3,3,3,1,3,2,3,3,2,6,9,6,5,6,6,1,0,1,0,2,0,2,0,1,1,,,1,1,16,1,20,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288,14,2,41,1,2,594,100,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,3,1,2,2,1,2,35,1,1,1,,,,1,,4,3,5,0,2,3,5,1,,,1,,,3,6,2,3,3,2,1,1,2,1,2,1,9,1,10,16,0,38,0,0,0,1,4,1,,2,4,1,1,2,3,1,999,999,1,1,2,4,0,1,1,,1,1,0,4,3,2,2,4,3,4,4,3,3,1,3,2,4,3,2,2,2,3,2,2,4,1,3,2,3,4,3,2,3,3,1,0,1,7,5,7,5,2,1,0,0,1,1,0,0,1,1,,,5,5,17,1,10,,,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
289,14,2,41,1,1,594,100,1,,,,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,2,2,1,9,99,9,9,9,,,,1,,4,3,0,0,1,2,5,2,7,1,1,,,4,99,2,3,3,1,2,1,2,1,2,1,9,1,23,1,0,0,0,0,0,1,1,1,,1,,2,1,2,3,1,0,0,1,1,2,8,0,1,1,,2,1,0,3,1,1,2,3,3,2,1,2,3,2,2,3,1,4,4,3,2,2,1,2,2,1,3,3,3,4,3,3,3,3,1,0,2,6,4,6,5,2,1,0,0,1,1,0,0,1,1,,,5,5,15,1,81,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,16,1,9,1,2,963,100,4,15,3,5,2,1,2,1,1,1,2,2,1,4,1,1,1,2,2,1,1,1,1,2,1,1,1,7,3,2,2,2,2,2,34,1,3,2,1,2,3,2,1,,,,,,,,,,,1,,,1,8,1,1,3,1,2,1,2,2,1,1,2,1,4,23,8,10,57,0,0,1,1,1,,1,,2,1,3,4,5,0,3,6,2,1,82,1,2,2,10,3,1,10,1,1,3,1,1,3,1,1,1,3,4,3,1,1,3,1,3,1,3,1,3,4,1,3,3,3,1,3,3,3,4,1,18,1,4,3,6,9,3,1,1,0,2,2,0,0,1,2,2,1,6,3,16,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,16,1,9,1,1,963,100,4,15,3,4,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,7,3,2,2,9,2,1,,,,,,,,2,1,,,,,,,,,,,1,,,1,8,1,3,3,1,2,1,2,1,3,1,1,1,10,23,11,22,13,57,0,1,2,1,,1,,1,1,2,3,9,0,5,6,2,1,82,1,2,1,,4,3,18,3,2,2,1,3,3,2,1,3,2,1,3,2,1,3,2,2,2,2,1,3,1,3,3,3,3,3,4,2,3,2,1,17,3,4,3,5,9,4,1,0,0,2,2,0,0,1,1,,,6,5,16,1,91,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,16,1,9,1,1,554,100,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,1,2,2,99,1,3,2,99,3,3,1,,3,1,0,0,2,4,0,9,99,99,1,,,99,99,1,3,3,1,1,1,1,1,2,1,1,2,46,0,0,0,0,0,0,,,,,,,,,,4,5,2,2,0,2,1,12,0,1,1,,3,1,0,1,3,3,3,1,3,1,1,3,1,4,3,3,1,3,4,3,3,4,3,3,1,1,2,9,3,1,9,9,4,2,9,1,1,9,9,9,3,0,0,0,0,0,0,2,1,1,1,,,6,4,17,1,10,1,,,,,,,,,,,,,,,,
294,16,1,9,1,2,598,100,4,7,4,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,7,1,1,1,,1,2,18,1,2,2,25,3,5,1,,5,1,0,0,1,4,6,1,,,1,,,2,11,1,1,9,1,9,2,9,2,9,2,9,1,1,21,0,22,0,0,0,2,2,1,,1,,2,1,1,3,5,0,3,1,2,1,42,0,1,1,,3,9,19,4,3,3,1,1,3,1,1,1,3,1,4,4,1,3,1,3,1,3,1,3,2,1,1,2,3,1,3,3,3,3,1,20,1,4,4,6,4,0,0,0,0,0,0,4,0,2,2,4,1,2,1,14,1,41,,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,16,1,9,1,2,598,100,4,6,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,7,1,1,2,9,1,2,55,1,2,2,4,2,,1,,4,1,0,0,1,0,0,1,,,1,,,1,3,1,1,3,2,1,1,2,3,2,2,9,1,4,10,0,22,0,0,0,2,1,1,,1,,2,1,2,3,3,0,1,1,2,1,45,0,1,1,,3,4,6,3,2,3,1,3,3,1,1,2,1,3,1,3,1,3,1,3,1,1,3,1,3,3,2,2,3,1,3,3,3,3,1,0,2,4,3,5,4,0,0,0,0,0,0,4,0,3,1,,,2,1,14,1,82,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,16,1,9,1,1,598,100,4,8,4,7,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,1,1,,1,2,99,1,3,2,4,2,,1,,5,1,0,0,6,0,0,1,,,1,,,2,15,2,1,9,1,2,1,2,3,3,1,9,2,10,4,0,0,0,0,0,9,4,1,,1,,2,1,1,3,2,0,2,1,2,1,37,0,1,1,,3,2,46,2,2,3,3,2,1,1,1,1,2,1,1,2,1,3,1,3,3,3,2,3,1,1,1,2,2,1,3,3,3,2,1,0,1,4,4,4,4,0,0,0,0,0,0,4,0,3,1,,,2,1,13,1,82,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,16,1,9,1,1,921,100,2,10,3,7,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,3,2,8,2,1,,,,,,,,2,1,5,4,12,0,3,6,0,1,,,1,1,2,1,5,1,1,3,2,1,1,2,1,2,1,9,1,10,1,0,10,0,0,0,3,3,1,,1,,1,1,2,3,3,0,3,99,9,1,99,99,9,1,,1,1,0,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,1,3,1,3,3,1,3,1,3,3,2,0,2,7,7,7,3,0,0,0,0,3,0,0,0,2,2,6,1,5,4,14,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,16,1,9,1,1,599,100,2,10,3,7,2,1,1,1,1,2,1,2,1,3,1,1,1,1,2,2,1,1,1,2,1,1,1,7,1,1,1,,1,2,39,2,1,2,1,2,,1,,5,4,0,0,6,0,0,1,,,1,,,0,8,1,1,9,1,2,1,2,2,2,1,9,2,0,0,0,0,0,0,0,1,2,1,,1,,1,1,3,3,10,2,6,5,2,1,78,0,2,2,28,2,2,0,4,2,3,2,1,3,1,1,2,9,4,4,1,1,4,4,2,1,2,1,3,3,1,1,3,3,1,3,9,3,3,2,6,2,5,4,6,5,0,0,0,0,5,0,0,0,3,1,,,4,4,12,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,16,1,9,1,1,599,100,2,10,3,4,2,1,2,1,1,2,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,7,1,1,1,,1,2,41,1,3,2,1,2,,2,2,,,,,,,,,,,1,,,1,7,2,2,9,2,9,9,2,2,9,9,9,1,14,59,24,0,0,0,0,9,1,1,,1,,1,1,3,3,2,0,0,6,2,1,93,0,2,1,,2,2,0,3,3,1,1,1,3,3,1,3,1,3,1,1,3,1,1,1,1,1,1,3,3,1,3,3,3,1,1,1,3,3,1,0,2,7,7,7,3,0,0,0,0,3,0,0,0,3,1,,,4,1,12,1,99,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,16,1,9,1,2,599,100,4,12,3,4,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,2,17,1,3,2,2,2,,2,2,5,4,0,0,1,2,7,1,,,1,,,1,8,1,2,9,2,3,1,3,1,3,1,1,1,7,8,2,0,0,0,0,1,2,1,,1,,1,1,3,6,4,0,4,5,2,1,53,0,1,1,,3,1,0,3,2,2,2,3,3,3,2,2,2,2,1,9,1,2,1,3,1,2,1,2,3,2,2,3,3,1,3,3,3,3,2,0,1,7,7,7,6,0,0,0,0,4,0,2,0,4,1,,,5,5,14,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,16,1,9,1,1,598,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,2,9,1,2,6,2,2,2,16,3,,1,,5,1,0,0,4,0,0,1,,,1,,,1,1,1,1,3,1,2,1,3,1,2,2,9,2,0,0,0,0,0,0,0,3,4,1,,2,5,1,1,2,4,15,5,10,1,2,1,46,0,1,1,,3,2,0,4,2,3,2,3,3,1,1,3,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,3,3,3,3,1,0,2,3,2,5,1,0,0,1,0,0,0,0,0,9,1,,,5,1,16,2,80,,,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1
302,16,1,9,1,1,598,100,4,4,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,1,2,1,1,2,15,1,3,2,15,2,7,2,,2,1,0,0,7,0,0,2,3,0,1,,,7,21,1,2,3,1,3,1,2,1,2,1,9,2,10,0,0,0,0,0,0,1,3,2,7,2,2,2,1,1,3,2,0,2,1,2,1,99,99,9,1,,2,2,0,4,2,3,1,4,4,1,1,2,3,4,1,1,1,1,1,1,3,1,1,3,1,1,1,3,3,1,1,3,3,1,1,5,1,4,4,2,3,1,0,0,0,1,1,0,0,1,2,8,2,4,6,17,1,10,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
303,16,1,9,1,1,598,100,4,4,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,1,1,2,1,1,2,20,1,2,1,,,,1,,5,3,4,0,4,0,0,1,,,1,,,2,99,1,1,3,3,3,3,3,2,3,2,9,1,0,0,0,21,0,0,0,9,9,9,9,9,9,9,9,9,3,5,0,4,99,9,1,99,99,9,2,42,1,2,0,3,1,1,1,3,3,2,1,3,1,3,1,1,1,3,1,1,1,3,1,1,3,3,3,2,3,1,1,3,3,3,1,0,1,4,4,5,2,0,0,0,0,0,0,2,0,3,2,4,1,1,1,8,1,82,,,,,,,,,,,,,,,,,
304,16,1,9,1,1,598,100,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,40,9,1,2,2,2,,1,,4,3,0,0,5,0,0,1,,,1,,,1,4,2,1,3,1,3,1,3,3,3,1,9,1,4,8,0,0,0,0,0,1,2,1,,1,,1,1,2,6,4,1,2,2,2,1,54,0,1,1,,1,1,0,3,9,9,9,3,9,9,9,9,9,9,9,1,2,2,1,2,3,1,1,1,3,3,3,3,3,1,1,1,1,2,1,0,1,4,4,7,2,0,0,0,0,0,0,2,0,3,2,5,1,3,1,12,1,99,,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,16,1,9,1,1,597,100,4,7,4,7,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,7,1,1,2,1,1,2,9,2,3,2,9,3,9,1,,5,1,3,0,4,6,0,1,,,1,,,1,7,1,1,3,2,1,1,2,2,3,2,9,2,18,70,4,1,0,0,0,2,4,1,,2,5,2,1,2,4,13,3,4,1,2,1,99,99,9,1,,1,1,0,3,2,2,1,2,3,2,1,3,1,4,1,1,2,1,1,1,2,1,1,1,2,3,3,2,3,1,3,1,1,2,1,0,1,3,3,5,6,0,0,3,0,0,0,3,0,1,1,,,3,1,12,1,51,,,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1
308,16,1,9,1,1,705,100,4,11,5,7,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,2,1,1,1,2,1,1,1,6,6,2,2,9,1,2,11,2,1,1,,,,2,1,,,,,,,,,,,1,,,2,16,1,1,3,1,2,1,2,2,3,1,9,1,21,0,0,0,0,0,0,1,9,9,9,1,,9,1,2,3,6,1,2,99,2,1,99,99,9,1,,2,3,27,4,3,2,1,1,3,4,1,1,1,3,3,1,2,9,4,3,1,3,4,3,3,1,1,3,3,3,3,3,3,3,2,7,1,5,5,5,5,0,0,0,0,2,0,3,0,3,1,,,5,3,17,1,10,,,,,,,,,,,,1,1,1,1,1,1
310,16,1,9,1,1,940,100,4,12,4,4,2,1,2,2,1,1,1,2,1,4,1,1,1,1,2,2,1,1,1,2,1,1,1,6,1,2,1,,1,2,31,1,3,1,,,,2,1,,,,,,,,,,,1,,,3,18,1,1,3,1,3,1,2,1,2,1,9,2,10,5,11,1,0,0,0,1,1,1,,1,,1,1,2,4,8,0,4,3,2,1,49,0,1,1,,3,2,34,4,1,3,2,1,3,4,1,4,2,4,1,3,1,3,4,4,3,3,9,3,1,1,1,3,3,3,3,3,3,3,2,49,1,6,4,5,9,0,1,0,0,4,1,3,0,3,2,2,1,6,4,16,1,10,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,16,1,9,1,2,449,100,4,14,5,7,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,3,1,1,1,6,6,2,2,9,1,2,13,2,1,1,,,,2,1,,,,,,,,,,,1,,,2,21,1,1,3,2,2,1,3,2,2,1,9,1,14,24,10,7,0,0,0,9,9,9,9,9,9,1,1,2,5,3,2,3,3,2,1,60,0,1,1,,1,1,39,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,1,1,3,3,3,3,1,3,2,2,2,1,3,3,3,2,1,0,1,6,5,6,9,0,1,0,0,3,1,4,0,3,1,,,9,2,16,1,10,,39,,,,,,,,,,,,,,,
